"Id","Expected"
"row_207",0.0
"row_208",0.0
"row_209",0.0
"row_210",0.0
"row_211",0.0
"row_212",0.0
"row_213",0.0
"row_214",0.0
"row_215",0.0
"row_216",0.0
"row_217",0.0
"row_218",0.0
"row_219",0.0
"row_220",0.0
"row_221",0.0
"row_222",0.0
"row_223",0.0
"row_224",0.0
"row_225",0.0
"row_226",0.0
"row_227",0.0
"row_228",0.0
"row_229",0.0
"row_230",0.0
"row_231",0.0
"row_232",0.0
"row_233",0.0
"row_234",0.0
"row_235",0.0
"row_236",0.0
"row_237",0.0
"row_238",0.0
"row_239",0.0
"row_240",0.0
"row_241",0.0
"row_242",0.0
"row_243",0.0
"row_244",0.0
"row_245",0.0
"row_246",0.0
"row_247",0.0
"row_248",0.0
"row_249",0.0
"row_250",0.0
"row_251",0.0
"row_252",0.0
"row_253",0.0
"row_254",0.0
"row_255",0.0
"row_256",0.0
"row_257",0.0
"row_258",0.0
"row_259",0.0
"row_260",0.0
"row_261",0.0
"row_262",0.0
"row_263",0.0
"row_264",0.0
"row_265",0.0
"row_266",0.0
"row_267",0.0
"row_268",0.0
"row_269",0.0
"row_270",0.0
"row_271",0.0
"row_272",0.0
"row_273",0.0
"row_274",0.0
"row_275",0.0
"row_276",0.0
"row_277",0.0
"row_278",0.0
"row_279",0.0
"row_280",0.0
"row_281",0.0
"row_282",0.0
"row_283",0.0
"row_284",0.0
"row_285",0.0
"row_286",0.0
"row_287",0.0
"row_288",0.0
"row_289",0.0
"row_290",0.0
"row_291",0.0
"row_292",0.0
"row_293",0.0
"row_294",0.0
"row_295",0.0
"row_296",0.0
"row_297",0.0
"row_298",0.0
"row_299",0.0
"row_300",0.0
"row_301",0.0
"row_302",0.0
"row_303",0.0
"row_304",0.0
"row_305",0.0
"row_306",0.0
"row_307",0.0
"row_308",0.0
"row_309",0.0
"row_310",0.0
"row_311",0.0
"row_312",0.0
"row_313",0.0
"row_314",0.0
"row_315",0.0
"row_316",0.0
"row_317",0.0
"row_318",0.0
"row_319",0.0
"row_320",0.0
"row_321",0.0
"row_322",0.0
"row_323",0.0
"row_324",0.0
"row_325",0.0
"row_326",0.0
"row_327",0.0
"row_328",0.0
"row_329",0.0
"row_330",0.0
"row_331",0.0
"row_332",0.0
"row_333",0.0
"row_334",0.0
"row_335",0.0
"row_336",0.0
"row_337",0.0
"row_338",0.0
"row_339",0.0
"row_340",0.0
"row_341",0.0
"row_342",0.0
"row_343",0.0
"row_344",0.0
"row_345",0.0
"row_346",0.0
"row_347",0.0
"row_348",0.0
"row_349",0.0
"row_350",0.0
"row_351",0.0
"row_352",0.0
"row_353",0.0
"row_354",0.0
"row_355",0.0
"row_356",0.0
"row_357",0.0
"row_358",0.0
"row_359",0.0
"row_360",0.0
"row_361",0.0
"row_362",0.0
"row_363",0.0
"row_364",0.0
"row_365",0.0
"row_366",0.0
"row_367",0.0
"row_368",0.0
"row_369",0.0
"row_370",0.0
"row_371",0.0
"row_372",0.0
"row_373",0.0
"row_374",0.0
"row_375",0.0
"row_376",0.0
"row_377",0.0
"row_378",0.0
"row_379",0.0
"row_380",0.0
"row_381",0.0
"row_382",0.0
"row_383",0.0
"row_384",0.0
"row_385",0.0
"row_386",0.0
"row_387",0.0
"row_388",0.0
"row_389",0.0
"row_390",0.0
"row_391",0.0
"row_392",0.0
"row_393",0.0
"row_394",0.0
"row_395",0.0
"row_396",0.0
"row_397",0.0
"row_398",0.0
"row_399",0.0
"row_400",0.0
"row_401",0.0
"row_402",0.0
"row_403",0.0
"row_404",0.0
"row_405",0.0
"row_406",0.0
"row_407",0.0
"row_408",0.0
"row_409",0.0
"row_410",0.0
"row_411",0.0
"row_412",0.0
"row_413",0.0
"row_414",0.0
"row_415",0.0
"row_416",0.0
"row_417",0.0
"row_418",0.0
"row_419",0.0
"row_420",0.0
"row_421",0.0
"row_422",0.0
"row_423",0.0
"row_424",0.0
"row_425",0.0
"row_426",0.0
"row_427",0.0
"row_428",0.0
"row_429",0.0
"row_430",0.0
"row_431",0.0
"row_432",0.0
"row_433",0.0
"row_434",0.0
"row_435",0.0
"row_436",0.0
"row_437",0.0
"row_438",0.0
"row_439",0.0
"row_440",0.0
"row_441",0.0
"row_442",0.0
"row_443",0.0
"row_444",0.0
"row_445",0.0
"row_446",0.0
"row_447",0.0
"row_448",0.0
"row_449",0.0
"row_450",0.0
"row_451",0.0
"row_452",0.0
"row_453",0.0
"row_454",0.0
"row_455",0.0
"row_456",0.0
"row_457",0.0
"row_458",0.0
"row_459",0.0
"row_460",0.0
"row_461",0.0
"row_462",0.0
"row_463",0.0
"row_464",0.0
"row_465",0.0
"row_466",0.0
"row_467",0.0
"row_468",0.0
"row_469",0.0
"row_470",0.0
"row_471",0.0
"row_472",0.0
"row_473",0.0
"row_474",0.0
"row_475",0.0
"row_476",0.0
"row_477",0.0
"row_478",0.0
"row_479",0.0
"row_480",0.0
"row_481",0.0
"row_482",0.0
"row_483",0.0
"row_484",0.0
"row_485",0.0
"row_486",0.0
"row_487",0.0
"row_488",0.0
"row_489",0.0
"row_490",0.0
"row_491",0.0
"row_492",0.0
"row_493",0.0
"row_494",0.0
"row_495",0.0
"row_496",0.0
"row_497",0.0
"row_498",0.0
"row_499",0.0
"row_500",0.0
"row_501",0.0
"row_502",0.0
"row_503",0.0
"row_504",0.0
"row_505",0.0
"row_506",0.0
"row_507",0.0
"row_508",0.0
"row_509",0.0
"row_510",0.0
"row_511",0.0
"row_512",0.0
"row_513",0.0
"row_514",0.0
"row_515",0.0
"row_516",0.0
"row_517",0.0
"row_518",0.0
"row_519",0.0
"row_520",0.0
"row_521",0.0
"row_522",0.0
"row_523",0.0
"row_524",0.0
"row_525",0.0
"row_526",0.0
"row_527",0.0
"row_528",0.0
"row_529",0.0
"row_530",0.0
"row_531",0.0
"row_532",0.0
"row_533",0.0
"row_534",0.0
"row_535",0.0
"row_536",0.0
"row_537",0.0
"row_538",0.0
"row_539",0.0
"row_540",0.0
"row_541",0.0
"row_542",0.0
"row_543",0.0
"row_544",0.0
"row_545",0.0
"row_546",0.0
"row_547",0.0
"row_548",0.0
"row_549",0.0
"row_550",0.0
"row_551",0.0
"row_552",0.0
"row_553",0.0
"row_554",0.0
"row_555",0.0
"row_556",0.0
"row_557",0.0
"row_558",0.0
"row_559",0.0
"row_560",0.0
"row_561",0.0
"row_562",0.0
"row_563",0.0
"row_564",0.0
"row_565",0.0
"row_566",0.0
"row_567",0.0
"row_568",0.0
"row_569",0.0
"row_570",0.0
"row_571",0.0
"row_572",0.0
"row_573",0.0
"row_574",0.0
"row_575",0.0
"row_576",0.0
"row_577",0.0
"row_578",0.0
"row_579",0.0
"row_580",0.0
"row_581",0.0
"row_582",0.0
"row_583",0.0
"row_584",0.0
"row_585",0.0
"row_586",0.0
"row_587",0.0
"row_588",0.0
"row_589",0.0
"row_590",0.0
"row_591",0.0
"row_592",0.0
"row_593",0.0
"row_594",0.0
"row_595",0.0
"row_596",0.0
"row_597",0.0
"row_598",0.0
"row_599",0.0
"row_600",0.0
"row_601",0.0
"row_602",0.0
"row_603",0.0
"row_604",0.0
"row_605",0.0
"row_606",0.0
"row_607",0.0
"row_608",0.0
"row_609",0.0
"row_610",0.0
"row_611",0.0
"row_612",0.0
"row_613",0.0
"row_614",0.0
"row_615",0.0
"row_616",0.0
"row_617",0.0
"row_618",0.0
"row_619",0.0
"row_620",0.0
"row_621",0.0
"row_622",0.0
"row_623",0.0
"row_624",0.0
"row_625",0.0
"row_626",0.0
"row_627",0.0
"row_628",0.0
"row_629",0.0
"row_630",0.0
"row_631",0.0
"row_632",0.0
"row_633",0.0
"row_634",0.0
"row_635",0.0
"row_636",0.0
"row_637",0.0
"row_638",0.0
"row_639",0.0
"row_640",0.0
"row_641",0.0
"row_642",0.0
"row_643",0.0
"row_644",0.0
"row_645",0.0
"row_646",0.0
"row_647",0.0
"row_648",0.0
"row_649",0.0
"row_650",0.0
"row_651",0.0
"row_652",0.0
"row_653",0.0
"row_654",0.0
"row_655",0.0
"row_656",0.0
"row_657",0.0
"row_658",0.0
"row_659",0.0
"row_660",0.0
"row_661",0.0
"row_662",0.0
"row_663",0.0
"row_664",0.0
"row_665",0.0
"row_666",0.0
"row_667",0.0
"row_668",0.0
"row_669",0.0
"row_670",0.0
"row_671",0.0
"row_672",0.0
"row_673",0.0
"row_674",0.0
"row_675",0.0
"row_676",0.0
"row_677",0.0
"row_678",0.0
"row_679",0.0
"row_680",0.0
"row_681",0.0
"row_682",0.0
"row_683",0.0
"row_684",0.0
"row_685",0.0
"row_686",0.0
"row_687",0.0
"row_688",0.0
"row_689",0.0
"row_690",0.0
"row_691",0.0
"row_692",0.0
"row_693",0.0
"row_694",0.0
"row_695",0.0
"row_696",0.0
"row_697",0.0
"row_698",0.0
"row_699",0.0
"row_700",0.0
"row_701",0.0
"row_702",0.0
"row_703",0.0
"row_704",0.0
"row_705",0.0
"row_706",0.0
"row_707",0.0
"row_708",0.0
"row_709",0.0
"row_710",0.0
"row_711",0.0
"row_712",0.0
"row_713",0.0
"row_714",0.0
"row_715",0.0
"row_716",0.0
"row_717",0.0
"row_718",0.0
"row_719",0.0
"row_720",0.0
"row_721",0.0
"row_722",0.0
"row_723",0.0
"row_724",0.0
"row_725",0.0
"row_726",0.0
"row_727",0.0
"row_728",0.0
"row_729",0.0
"row_730",0.0
"row_731",0.0
"row_732",0.0
"row_733",0.0
"row_734",0.0
"row_735",0.0
"row_736",0.0
"row_737",0.0
"row_738",0.0
"row_739",0.0
"row_740",0.0
"row_741",0.0
"row_742",0.0
"row_743",0.0
"row_744",0.0
"row_745",0.0
"row_746",0.0
"row_747",0.0
"row_748",0.0
"row_749",0.0
"row_750",0.0
"row_751",0.0
"row_752",0.0
"row_753",0.0
"row_754",0.0
"row_755",0.0
"row_756",0.0
"row_757",0.0
"row_758",0.0
"row_759",0.0
"row_760",0.0
"row_761",0.0
"row_762",0.0
"row_763",0.0
"row_764",0.0
"row_765",0.0
"row_766",0.0
"row_767",0.0
"row_768",0.0
"row_769",0.0
"row_770",0.0
"row_771",0.0
"row_772",0.0
"row_773",0.0
"row_774",0.0
"row_775",0.0
"row_776",0.0
"row_777",0.0
"row_778",0.0
"row_779",0.0
"row_780",0.0
"row_781",0.0
"row_782",0.0
"row_783",0.0
"row_784",0.0
"row_785",0.0
"row_786",0.0
"row_787",0.0
"row_788",0.0
"row_789",0.0
"row_790",0.0
"row_791",0.0
"row_792",0.0
"row_793",0.0
"row_794",0.0
"row_795",0.0
"row_796",0.0
"row_797",0.0
"row_798",0.0
"row_799",0.0
"row_800",0.0
"row_801",0.0
"row_802",0.0
"row_803",0.0
"row_804",0.0
"row_805",0.0
"row_806",0.0
"row_807",0.0
"row_808",0.0
"row_809",0.0
"row_810",0.0
"row_811",0.0
"row_812",0.0
"row_813",0.0
"row_814",0.0
"row_815",0.0
"row_816",0.0
"row_817",0.0
"row_818",0.0
"row_819",0.0
"row_820",0.0
"row_821",0.0
"row_822",0.0
"row_823",0.0
"row_824",0.0
"row_825",0.0
"row_826",0.0
"row_827",0.0
"row_828",0.0
"row_829",0.0
"row_830",0.0
"row_831",0.0
"row_832",0.0
"row_833",0.0
"row_834",0.0
"row_835",0.0
"row_836",0.0
"row_837",0.0
"row_838",0.0
"row_839",0.0
"row_840",0.0
"row_841",0.0
"row_842",0.0
"row_843",0.0
"row_844",0.0
"row_845",0.0
"row_846",0.0
"row_847",0.0
"row_848",0.0
"row_849",0.0
"row_850",0.0
"row_851",0.0
"row_852",0.0
"row_853",0.0
"row_854",0.0
"row_855",0.0
"row_856",0.0
"row_857",0.0
"row_858",0.0
"row_859",0.0
"row_860",0.0
"row_861",0.0
"row_862",0.0
"row_863",0.0
"row_864",0.0
"row_865",0.0
"row_866",0.0
"row_867",0.0
"row_868",0.0
"row_869",0.0
"row_870",0.0
"row_871",0.0
"row_872",0.0
"row_873",0.0
"row_874",0.0
"row_875",0.0
"row_876",0.0
"row_877",0.0
"row_878",0.0
"row_879",0.0
"row_880",0.0
"row_881",0.0
"row_882",0.0
"row_883",0.0
"row_884",0.0
"row_885",0.0
"row_886",0.0
"row_887",0.0
"row_888",0.0
"row_889",0.0
"row_890",0.0
"row_891",0.0
"row_892",0.0
"row_893",0.0
"row_894",0.0
"row_895",0.0
"row_896",0.0
"row_897",0.0
"row_898",0.0
"row_899",0.0
"row_900",0.0
"row_901",0.0
"row_902",0.0
"row_903",0.0
"row_904",0.0
"row_905",0.0
"row_906",0.0
"row_907",0.0
"row_908",0.0
"row_909",0.0
"row_910",0.0
"row_911",0.0
"row_912",0.0
"row_913",0.0
"row_914",0.0
"row_915",0.0
"row_916",0.0
"row_917",0.0
"row_918",0.0
"row_919",0.0
"row_920",0.0
"row_921",0.0
"row_922",0.0
"row_923",0.0
"row_924",0.0
"row_925",0.0
"row_926",0.0
"row_927",0.0
"row_928",0.0
"row_929",0.0
"row_930",0.0
"row_931",0.0
"row_932",0.0
"row_933",0.0
"row_934",0.0
"row_935",0.0
"row_936",0.0
"row_937",0.0
"row_938",0.0
"row_939",0.0
"row_940",0.0
"row_941",0.0
"row_942",0.0
"row_943",0.0
"row_944",0.0
"row_945",0.0
"row_946",0.0
"row_947",0.0
"row_948",0.0
"row_949",0.0
"row_950",0.0
"row_951",0.0
"row_952",0.0
"row_953",0.0
"row_954",0.0
"row_955",0.0
"row_956",0.0
"row_957",0.0
"row_958",0.0
"row_959",0.0
"row_960",0.0
"row_961",0.0
"row_962",0.0
"row_963",0.0
"row_964",0.0
"row_965",0.0
"row_966",0.0
"row_967",0.0
"row_968",0.0
"row_969",0.0
"row_970",0.0
"row_971",0.0
"row_972",0.0
"row_973",0.0
"row_974",0.0
"row_975",0.0
"row_976",0.0
"row_977",0.0
"row_978",0.0
"row_979",0.0
"row_980",0.0
"row_981",0.0
"row_982",0.0
"row_983",0.0
"row_984",0.0
"row_985",0.0
"row_986",0.0
"row_987",0.0
"row_988",0.0
"row_989",0.0
"row_990",0.0
"row_991",0.0
"row_992",0.0
"row_993",0.0
"row_994",0.0
"row_995",0.0
"row_996",0.0
"row_997",0.0
"row_998",0.0
"row_999",0.0
"row_1000",0.0
"row_1001",0.0
"row_1002",0.0
"row_1003",0.0
"row_1004",0.0
"row_1005",0.0
"row_1006",0.0
"row_1007",0.0
"row_1008",0.0
"row_1009",0.0
"row_1010",0.0
"row_1011",0.0
"row_1012",0.0
"row_1013",0.0
"row_1014",0.0
"row_1015",0.0
"row_1016",0.0
"row_1017",0.0
"row_1018",0.0
"row_1019",0.0
"row_1020",0.0
"row_1021",0.0
"row_1022",0.0
"row_1023",0.0
"row_1024",0.0
"row_1025",0.0
"row_1026",0.0
"row_1027",0.0
"row_1028",0.0
"row_1029",0.0
"row_1030",0.0
"row_1031",0.0
"row_1032",0.0
"row_1033",0.0
"row_1034",0.0
"row_1035",0.0
"row_1036",0.0
"row_1037",0.0
"row_1038",0.0
"row_1039",0.0
"row_1040",0.0
"row_1041",0.0
"row_1042",0.0
"row_1043",0.0
"row_1044",0.0
"row_1045",0.0
"row_1046",0.0
"row_1047",0.0
"row_1048",0.0
"row_1049",0.0
"row_1050",0.0
"row_1051",0.0
"row_1052",0.0
"row_1053",0.0
"row_1054",0.0
"row_1055",0.0
"row_1056",0.0
"row_1057",0.0
"row_1058",0.0
"row_1059",0.0
"row_1060",0.0
"row_1061",0.0
"row_1062",0.0
"row_1063",0.0
"row_1064",0.0
"row_1065",0.0
"row_1066",0.0
"row_1067",0.0
"row_1068",0.0
"row_1069",0.0
"row_1070",0.0
"row_1071",0.0
"row_1072",0.0
"row_1073",0.0
"row_1074",0.0
"row_1075",0.0
"row_1076",0.0
"row_1077",0.0
"row_1078",0.0
"row_1079",0.0
"row_1080",0.0
"row_1081",0.0
"row_1082",0.0
"row_1083",0.0
"row_1084",0.0
"row_1085",0.0
"row_1086",0.0
"row_1087",0.0
"row_1088",0.0
"row_1089",0.0
"row_1090",0.0
"row_1091",0.0
"row_1092",0.0
"row_1093",0.0
"row_1094",0.0
"row_1095",0.0
"row_1096",0.0
"row_1097",0.0
"row_1098",0.0
"row_1099",0.0
"row_1100",0.0
"row_1101",0.0
"row_1102",0.0
"row_1103",0.0
"row_1104",0.0
"row_1105",0.0
"row_1106",0.0
"row_1107",0.0
"row_1108",0.0
"row_1109",0.0
"row_1110",0.0
"row_1111",0.0
"row_1112",0.0
"row_1113",0.0
"row_1114",0.0
"row_1115",0.0
"row_1116",0.0
"row_1117",0.0
"row_1118",0.0
"row_1119",0.0
"row_1120",0.0
"row_1121",0.0
"row_1122",0.0
"row_1123",0.0
"row_1124",0.0
"row_1125",0.0
"row_1126",0.0
"row_1127",0.0
"row_1128",0.0
"row_1129",0.0
"row_1130",0.0
"row_1131",0.0
"row_1132",0.0
"row_1133",0.0
"row_1134",0.0
"row_1135",0.0
"row_1136",0.0
"row_1137",0.0
"row_1138",0.0
"row_1139",0.0
"row_1140",0.0
"row_1141",0.0
"row_1142",0.0
"row_1143",0.0
"row_1144",0.0
"row_1145",0.0
"row_1146",0.0
"row_1147",0.0
"row_1148",0.0
"row_1149",0.0
"row_1150",0.0
"row_1151",0.0
"row_1152",0.0
"row_1153",0.0
"row_1154",0.0
"row_1155",0.0
"row_1156",0.0
"row_1157",0.0
"row_1158",0.0
"row_1159",0.0
"row_1160",0.0
"row_1161",0.0
"row_1162",0.0
"row_1163",0.0
"row_1164",0.0
"row_1165",0.0
"row_1166",0.0
"row_1167",0.0
"row_1168",0.0
"row_1169",0.0
"row_1170",0.0
"row_1171",0.0
"row_1172",0.0
"row_1173",0.0
"row_1174",0.0
"row_1175",0.0
"row_1176",0.0
"row_1177",0.0
"row_1178",0.0
"row_1179",0.0
"row_1180",0.0
"row_1181",0.0
"row_1182",0.0
"row_1183",0.0
"row_1184",0.0
"row_1185",0.0
"row_1186",0.0
"row_1187",0.0
"row_1188",0.0
"row_1189",0.0
"row_1190",0.0
"row_1191",0.0
"row_1192",0.0
"row_1193",0.0
"row_1194",0.0
"row_1195",0.0
"row_1196",0.0
"row_1197",0.0
"row_1198",0.0
"row_1199",0.0
"row_1200",0.0
"row_1201",0.0
"row_1202",0.0
"row_1203",0.0
"row_1204",0.0
"row_1205",0.0
"row_1206",0.0
"row_1207",0.0
"row_1208",0.0
"row_1209",0.0
"row_1210",0.0
"row_1211",0.0
"row_1212",0.0
"row_1213",0.0
"row_1214",0.0
"row_1215",0.0
"row_1216",0.0
"row_1217",0.0
"row_1218",0.0
"row_1219",0.0
"row_1220",0.0
"row_1221",0.0
"row_1222",0.0
"row_1223",0.0
"row_1224",0.0
"row_1225",0.0
"row_1226",0.0
"row_1227",0.0
"row_1228",0.0
"row_1229",0.0
"row_1230",0.0
"row_1231",0.0
"row_1232",0.0
"row_1233",0.0
"row_1234",0.0
"row_1235",0.0
"row_1236",0.0
"row_1237",0.0
"row_1238",0.0
"row_1239",0.0
"row_1240",0.0
"row_1241",0.0
"row_1242",0.0
"row_1243",0.0
"row_1244",0.0
"row_1245",0.0
"row_1246",0.0
"row_1247",0.0
"row_1248",0.0
"row_1249",0.0
"row_1250",0.0
"row_1251",0.0
"row_1252",0.0
"row_1253",0.0
"row_1254",0.0
"row_1255",0.0
"row_1256",0.0
"row_1257",0.0
"row_1258",0.0
"row_1259",0.0
"row_1260",0.0
"row_1261",0.0
"row_1262",0.0
"row_1263",0.0
"row_1264",0.0
"row_1265",0.0
"row_1266",0.0
"row_1267",0.0
"row_1268",0.0
"row_1269",0.0
"row_1270",0.0
"row_1271",0.0
"row_1272",0.0
"row_1273",0.0
"row_1274",0.0
"row_1275",0.0
"row_1276",0.0
"row_1277",0.0
"row_1278",0.0
"row_1279",0.0
"row_1280",0.0
"row_1281",0.0
"row_1282",0.0
"row_1283",0.0
"row_1284",0.0
"row_1285",0.0
"row_1286",0.0
"row_1287",0.0
"row_1288",0.0
"row_1289",0.0
"row_1290",0.0
"row_1291",0.0
"row_1292",0.0
"row_1293",0.0
"row_1294",0.0
"row_1295",0.0
"row_1296",0.0
"row_1297",0.0
"row_1298",0.0
"row_1299",0.0
"row_1300",0.0
"row_1301",0.0
"row_1302",0.0
"row_1303",0.0
"row_1304",0.0
"row_1305",0.0
"row_1306",0.0
"row_1307",0.0
"row_1308",0.0
"row_1309",0.0
"row_1310",0.0
"row_1311",0.0
"row_1312",0.0
"row_1313",0.0
"row_1314",0.0
"row_1315",0.0
"row_1316",0.0
"row_1317",0.0
"row_1318",0.0
"row_1319",0.0
"row_1320",0.0
"row_1321",0.0
"row_1322",0.0
"row_1323",0.0
"row_1324",0.0
"row_1325",0.0
"row_1326",0.0
"row_1327",0.0
"row_1328",0.0
"row_1329",0.0
"row_1330",0.0
"row_1331",0.0
"row_1332",0.0
"row_1333",0.0
"row_1334",0.0
"row_1335",0.0
"row_1336",0.0
"row_1337",0.0
"row_1338",0.0
"row_1339",0.0
"row_1340",0.0
"row_1341",0.0
"row_1342",0.0
"row_1343",0.0
"row_1344",0.0
"row_1345",0.0
"row_1346",0.0
"row_1347",0.0
"row_1348",0.0
"row_1349",0.0
"row_1350",0.0
"row_1351",0.0
"row_1352",0.0
"row_1353",0.0
"row_1354",0.0
"row_1355",0.0
"row_1356",0.0
"row_1357",0.0
"row_1358",0.0
"row_1359",0.0
"row_1360",0.0
"row_1361",0.0
"row_1362",0.0
"row_1363",0.0
"row_1364",0.0
"row_1365",0.0
"row_1366",0.0
"row_1367",0.0
"row_1368",0.0
"row_1369",0.0
"row_1370",0.0
"row_1371",0.0
"row_1372",0.0
"row_1373",0.0
"row_1374",0.0
"row_1375",0.0
"row_1376",0.0
"row_1377",0.0
"row_1378",0.0
"row_1379",0.0
"row_1380",0.0
"row_1381",0.0
"row_1382",0.0
"row_1383",0.0
"row_1384",0.0
"row_1385",0.0
"row_1386",0.0
"row_1387",0.0
"row_1388",0.0
"row_1389",0.0
"row_1390",0.0
"row_1391",0.0
"row_1392",0.0
"row_1393",0.0
"row_1394",0.0
"row_1395",0.0
"row_1396",0.0
"row_1397",0.0
"row_1398",0.0
"row_1399",0.0
"row_1400",0.0
"row_1401",0.0
"row_1402",0.0
"row_1403",0.0
"row_1404",0.0
"row_1405",0.0
"row_1406",0.0
"row_1407",0.0
"row_1408",0.0
"row_1409",0.0
"row_1410",0.0
"row_1411",0.0
"row_1412",0.0
"row_1413",0.0
"row_1414",0.0
"row_1415",0.0
"row_1416",0.0
"row_1417",0.0
"row_1418",0.0
"row_1419",0.0
"row_1420",0.0
"row_1421",0.0
"row_1422",0.0
"row_1423",0.0
"row_1424",0.0
"row_1425",0.0
"row_1426",0.0
"row_1427",0.0
"row_1428",0.0
"row_1429",0.0
"row_1430",0.0
"row_1431",0.0
"row_1432",0.0
"row_1433",0.0
"row_1434",0.0
"row_1435",0.0
"row_1436",0.0
"row_1437",0.0
"row_1438",0.0
"row_1439",0.0
"row_1440",0.0
"row_1441",0.0
"row_1442",0.0
"row_1443",0.0
"row_1444",0.0
"row_1445",0.0
"row_1446",0.0
"row_1447",0.0
"row_1448",0.0
"row_1449",0.0
"row_1450",0.0
"row_1451",0.0
"row_1452",0.0
"row_1453",0.0
"row_1454",0.0
"row_1455",0.0
"row_1456",0.0
"row_1457",0.0
"row_1458",0.0
"row_1459",0.0
"row_1460",0.0
"row_1461",0.0
"row_1462",0.0
"row_1463",0.0
"row_1464",0.0
"row_1465",0.0
"row_1466",0.0
"row_1467",0.0
"row_1468",0.0
"row_1469",0.0
"row_1470",0.0
"row_1471",0.0
"row_1472",0.0
"row_1473",0.0
"row_1474",0.0
"row_1475",0.0
"row_1476",0.0
"row_1477",0.0
"row_1478",0.0
"row_1479",0.0
"row_1480",0.0
"row_1481",0.0
"row_1482",0.0
"row_1483",0.0
"row_1484",0.0
"row_1485",0.0
"row_1486",0.0
"row_1487",0.0
"row_1488",0.0
"row_1489",0.0
"row_1490",0.0
"row_1491",0.0
"row_1492",0.0
"row_1493",0.0
"row_1494",0.0
"row_1495",0.0
"row_1496",0.0
"row_1497",0.0
"row_1498",0.0
